"","popsizes","cvs","cs","ns","sigma_Ys","theta0","J_coeffs","eps_coeffs","nsims","dgps","noise_dgp","nu","beta_c","beta_1","delta0","Mean_deltahat","Mean_thetahat","SD_deltahat","SD_thetahat","SD_EST_deltahat","SD_Est_thetahat","Cover_deltahat","Cover_thetahat","J","epx","eps","RMSE_delta","RMSE_theta"
"45",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"worst","lognormal",100,0.742582,0.843924,-0.101342,-0.0825149783005042,2.15239040959041,0.188852846691384,1.92767952363078,0.171887539879689,0,0.92986372745491,-0.002,15.168997776141,NA,0.542883523318981,0.189788973466618,2.29878882976654
"46",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"worst","lognormal",100,0.742112,0.844804,-0.102692,-0.0852658106033681,1.13733900796077,0.0415644008308173,0.251381441493475,0.0403656058165802,0,0.922,0,16.6096404744368,NA,0.2,0.0450696293895583,0.345720166937278
"47",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"unif","lognormal",100,0.462026,0.62831,-0.166284,-0.156712461241105,1.22847871295371,0.155944960928229,0.741286300169886,0.156919230144106,0,0.962,0,15.168997776141,NA,0.542883523318981,0.156238424189185,0.81080431898411
"48",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"unif","lognormal",100,0.460314,0.627882,-0.167568,-0.165291263922101,0.954207927347368,0.0385792684793997,0.182089636769272,0.0366599782803224,0,0.938,0,16.6096404744368,NA,0.2,0.038646390304581,0.189987197479364
"49",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"null","t",200,0.94876,0.94835,0.000410000000000021,-0.0167977781943628,3.52396428571428,0.196879215131676,2.75163876659771,0.183023278825844,0,0.925855711422846,-0.002,15.168997776141,NA,0.542883523318981,0.197629787687107,3.80219732188473
"50",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"null","t",200,0.948568,0.949138,-0.00057000000000007,0.00220942054367094,1.38924976511439,0.0433972485366238,0.419393227578208,0.0425490885589021,0,0.948,0,16.6096404744368,NA,0.2,0.0434861628464512,0.64440360955146
"51",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"cauchy","t",200,0.548968,0.634114,-0.0851459999999999,-0.0591565361227898,1.68122619047619,0.140847595647004,1.44429767312918,0.149608854095889,0,0.959855421686747,-0.004,15.168997776141,NA,0.542883523318981,0.143225337954451,1.64204449674554
"52",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"cauchy","t",200,0.547244,0.633568,-0.0863240000000001,-0.084021250451083,1.05111397311417,0.0344854135228307,0.247483380000577,0.0350900571270238,0,0.958,0,16.6096404744368,NA,0.2,0.0345622105966281,0.289971474884787
"53",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"realistic","t",200,0.432782,0.555268,-0.122486,-0.0905504629387192,1.28608716283716,0.161636389563999,1.12433227033081,0.152925790974865,0,0.942,0,15.168997776141,NA,0.542883523318981,0.164761041993176,1.18877514754258
"54",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"realistic","t",200,0.43281,0.555682,-0.122872,-0.119691685770641,0.986462118707836,0.0352070168937918,0.218834738297523,0.0342953490516708,0,0.948,0,16.6096404744368,NA,0.2,0.0353503668602916,0.235296282710104
"55",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,500,"large","t",200,0.216704,0.49929,-0.282586,-0.269259480195944,0.9745548268467,0.145693969159358,0.44428275366913,0.144900517077495,0,0.95,0,15.168997776141,NA,0.542883523318981,0.146302183098872,0.45049482506902
"56",5e+05,1.96,1.4142135623731,1000,1,0.9,1e-04,2,500,"large","t",200,0.217612,0.499424,-0.281812,-0.274843520365259,0.903944104496354,0.0373949440626471,0.145577364535629,0.0362273096818681,0,0.926,0,16.6096404744368,NA,0.2,0.0380386849124455,0.145630783234238
