"","popsizes","cvs","cs","ns","sigma_Ys","theta0","J_coeffs","eps_coeffs","nsims","dgps","noise_dgp","nu","beta_c","beta_1","delta0","Mean_deltahat","Mean_thetahat","SD_deltahat","SD_thetahat","SD_EST_deltahat","SD_Est_thetahat","Cover_deltahat","Cover_thetahat","J","epx","eps","RMSE_delta","RMSE_theta"
"1",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,10000,"null","normal",50,0.950354,0.949732,0.000622000000000011,0.0036283964167642,3.77526591269841,0.184892285224751,3.00887540512466,0.183091853856822,0,0.940931795386158,-0.003,15.168997776141,NA,0.542883523318981,0.184916726001315,4.16178871067352
"2",5e+05,1.96,1.4142135623731,500,1,0.9,1e-04,2,10000,"null","normal",50,0.950156,0.950046,0.000110000000000054,-0.000696682828678455,1.62006937088913,0.0601443349850979,0.688964192163088,0.0598050056300182,0,0.9481,0,16.2763071411035,NA,0.251984209978975,0.0601497445379925,0.996579930048563
"3",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,10000,"cauchy","normal",50,0.548682,0.633956,-0.085274,0.0607826933677563,1.81239267732268,0.146744837635773,1.63331989595293,0.147061943378965,0,0.771637179487179,-0.0016,15.168997776141,NA,0.542883523318981,0.207042519909008,1.87088061622
"4",5e+05,1.96,1.4142135623731,500,1,0.9,1e-04,2,10000,"cauchy","normal",50,0.548192,0.634424,-0.086232,0.0802656904236197,1.12627751138904,0.0484423073991023,0.342911681329365,0.0488178286989031,0,0.0794,0,16.2763071411035,NA,0.251984209978975,0.173401666839015,0.41084052058256
"5",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,10000,"realistic","normal",50,0.433548,0.553592,-0.120044,0.0995267586575796,1.29139366842308,0.149426305925612,1.09646506219077,0.151227754884617,0,0.59299173760641,-0.0015,15.168997776141,NA,0.542883523318981,0.265592806679774,1.1642270552975
"6",5e+05,1.96,1.4142135623731,500,1,0.9,1e-04,2,10000,"realistic","normal",50,0.432244,0.55588,-0.123636,0.117265529676044,0.986741047477656,0.0480357325476777,0.273148879577557,0.0484835887073292,0,0.0035,0,16.2763071411035,NA,0.251984209978975,0.245644007868399,0.286590857725775
"7",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,10000,"large","normal",50,0.217108,0.499496,-0.282388,0.261929214789737,1.00410888671829,0.144872267156217,0.535756721638192,0.145460193089442,0,0.0718071907190719,-1e-04,15.168997776141,NA,0.542883523318981,0.563266548010299,0.545778274644772
"8",5e+05,1.96,1.4142135623731,500,1,0.9,1e-04,2,10000,"large","normal",50,0.216756,0.499422,-0.282666,0.275064600984807,0.915867496708044,0.0491130216808112,0.190809241727156,0.0495251096140393,0,0,0,16.2763071411035,NA,0.251984209978975,0.559888839122101,0.191467867226519
"9",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,10000,"worst","normal",50,0.718194,0.835018,-0.116824,0.11515615983218,2.00781788073038,0.173599972406242,1.55514500895238,0.171478246449252,0,0.694669476947695,-1e-04,15.168997776141,NA,0.542883523318981,0.289744275137943,1.90938117088638
"10",5e+05,1.96,1.4142135623731,500,1,0.9,1e-04,2,10000,"worst","normal",50,0.717172,0.834322,-0.11715,0.127715652924041,1.20635416773146,0.0563186644593469,0.31788726604563,0.0566617086252944,0,0.0123,0,16.2763071411035,NA,0.251984209978975,0.251258790788306,0.441480679079394
"11",5e+05,1.96,1.4142135623731,50,1,0.9,1e-04,2,10000,"unif","normal",50,0.46106,0.627182,-0.166122,0.142352028991402,1.2509821985286,0.154843493149348,0.849744629198138,0.156461572674828,0,0.444233360008002,-3e-04,15.168997776141,NA,0.542883523318981,0.345156100819441,0.919377201444025
"12",5e+05,1.96,1.4142135623731,500,1,0.9,1e-04,2,10000,"unif","normal",50,0.46161,0.627564,-0.165954,0.16206427427513,1.00346021511563,0.050833423785162,0.242372103449529,0.0508355852721453,0,0,0,16.2763071411035,NA,0.251984209978975,0.33193376633322,0.263530363795752
