"","popsizes","cvs","cs","ns","sigma_Ys","theta0","J_coeffs","eps_coeffs","nsims","dgps","noise_dgp","nu","beta_c","beta_1","delta0","Mean_deltahat","Mean_thetahat","SD_deltahat","SD_thetahat","SD_EST_deltahat","SD_Est_thetahat","Cover_deltahat","Cover_thetahat","J","eps","RMSE_delta","RMSE_theta"
"1",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"null","normal",50,0.949722,0.949504,-0.00021799999999994,-0.00579859835154764,14.3120130079365,0.188863751805865,31.2123255310937,0.184484058755569,3.48183536855535,0.940704716507777,0.872867285499247,15.168997776141,0.542883523318981,0.188946182348701,33.9719201397863
"2",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"null","normal",50,0.950372,0.950358,-0.0000139999999999585,-0.0087325673330204,1.60484022986764,0.103007412508177,0.715987298904348,0.102261862032698,0.735346466515809,0.948,0.9966,16.2763071411035,0.251984209978975,0.103375724655115,1.00470769969789
"3",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"cauchy","normal",50,0.549014,0.634548,0.085534,0.0603789658008669,2.71249223637474,0.146701597967954,9.93136285582262,0.147592567095632,1.94314829896309,0.951829994992489,0.954534051076615,15.168997776141,0.542883523318981,0.148842650446405,10.0953997583519
"4",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"cauchy","normal",50,0.549006,0.635046,0.08604,0.0744362845452239,1.15495627266917,0.081869051671935,0.354095728034664,0.0809233997981984,0.361995891843721,0.9467,0.9842,16.2763071411035,0.251984209978975,0.0826872894344552,0.436332998506593
"5",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"realistic","normal",50,0.43257,0.555636,0.123066,0.0976964197107574,1.45091598013098,0.148927197264648,4.19399804245151,0.150634775528277,1.25114694585621,0.95677863931966,0.933567033516758,15.168997776141,0.542883523318981,0.151072584174481,4.23002694994379
"6",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"realistic","normal",50,0.43256,0.555326,0.122766,0.115226449708588,0.989527036359447,0.0791857505487893,0.279056592443177,0.0799779481934901,0.278236882949789,0.9552,0.9602,16.2763071411035,0.251984209978975,0.079543874110907,0.293065985786995
"7",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"large","normal",50,0.216998,0.500852,0.283854,0.261408489382337,1.00129643160933,0.145251816143707,0.53387321548771,0.145870641550309,0.552392620471178,0.9486,0.9169,15.168997776141,0.542883523318981,0.146975817874686,0.54339817562444
"8",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"large","normal",50,0.217006,0.499964,0.282958,0.276339500721952,0.916968262071811,0.0777395734990744,0.190208897846186,0.0769304597262513,0.19147492269027,0.9453,0.9467,16.2763071411035,0.251984209978975,0.0780208037674024,0.190964255130635
"9",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"worst","normal",50,0.717454,0.834218,0.116764,0.117713396823358,2.29744881499056,0.171140088046512,5.83759630215808,0.171344174495166,1.9841793523361,0.942388517703541,0.984696979395879,15.168997776141,0.542883523318981,0.171142721407882,6.00253228042035
"10",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"worst","normal",50,0.719122,0.833438,0.114316,0.112906861798313,1.19290196540547,0.0942645923978582,0.309763986812992,0.0933569099395839,0.314990880988281,0.9472,0.9653,16.2763071411035,0.251984209978975,0.0942751242396731,0.426315949578086
"11",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"unif","normal",50,0.46108,0.628598,0.167518,0.143314377513316,1.27416182042141,0.156013327891363,1.6466078769072,0.15648554817179,1.00842726857654,0.94959496949695,0.947894799479948,15.168997776141,0.542883523318981,0.157879618131081,1.68858359821298
"12",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"unif","normal",50,0.460044,0.628006,0.167962,0.159804460091365,0.988587723596377,0.083728826978695,0.241996062238312,0.0835468319501994,0.243235446578594,0.9459,0.9625,16.2763071411035,0.251984209978975,0.0841252751828439,0.257701142626176
"13",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"zcurve","normal",50,0.359934,0.461246,0.101312,0.0763593787166436,1.69626018847492,0.142302269461139,6.47816231595705,0.145016155054625,1.39204251610389,0.959868486551586,0.917315295062224,15.168997776141,0.542883523318981,0.144473420402167,6.52691483624814
"14",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"zcurve","normal",50,0.358686,0.460462,0.101776,0.0968632547053426,1.00102815387331,0.0726494538214939,0.295822550962869,0.0733356075500234,0.302740509680722,0.955,0.9657,16.2763071411035,0.251984209978975,0.0728153706774302,0.312598255806442
