"","popsizes","cvs","cs","ns","sigma_Ys","theta0","J_coeffs","eps_coeffs","nsims","dgps","noise_dgp","nu","beta_c","beta_1","delta0","Mean_deltahat","Mean_thetahat","SD_deltahat","SD_thetahat","SD_EST_deltahat","SD_Est_thetahat","Cover_deltahat","Cover_thetahat","J","eps","RMSE_delta","RMSE_theta"
"1",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"null","normal",50,0.949606,0.950134,0.000528000000000084,0.00210460878183594,14.8946363809524,0.101881118669917,31.8791384856179,0.0979914408254714,3.49993882506553,0.937957059650532,0.867260132556738,12,0.542883523318981,0.10189331693828,34.8156476030574
"2",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"null","normal",50,0.949596,0.950334,0.000738000000000016,-0.00258427845443273,1.63544367231241,0.0594840659981069,0.693495581761717,0.0597862887524261,0.720336694922866,0.9499,0.9969,14,0.251984209978975,0.0595767709916871,1.01084791985115
"3",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"cauchy","normal",50,0.548632,0.63343,0.084798,0.0718952079435672,2.71042682944833,0.0816813460767852,10.1209134436289,0.0815046315502475,1.89739296936417,0.938504166666667,0.954329487179487,12,0.542883523318981,0.0826941614611763,10.2815628305339
"4",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"cauchy","normal",50,0.547094,0.634934,0.08784,0.0779476526291775,1.13843900093477,0.0482641062585007,0.354667075239227,0.0486985086806673,0.357008613378707,0.9472,0.9807,14,0.251984209978975,0.0492674587272052,0.427366226351027
"5",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"realistic","normal",50,0.433438,0.555136,0.121698,0.102594074704741,1.41226621381396,0.0849840540746798,3.83153688529176,0.0846315537936617,1.26073036370175,0.943639213134448,0.930024236660326,12,0.542883523318981,0.0871048185157108,3.86562951887096
"6",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"realistic","normal",50,0.433166,0.555376,0.12221,0.118723558155822,0.99401926150665,0.0478859246351215,0.279259176057372,0.0484136311109499,0.277836543516342,0.953,0.962,14,0.251984209978975,0.0480126759813841,0.294661346203567
"7",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"large","normal",50,0.216998,0.500384,0.283386,0.261764981466767,1.01118167597363,0.0883799860186452,0.542614113374227,0.0882155116353781,0.571388977076263,0.9414,0.9205,12,0.542883523318981,0.0909862097851665,0.553887570816681
"8",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"large","normal",50,0.217132,0.50021,0.283078,0.275661167367233,0.914525819430923,0.0492697799221411,0.190756323803046,0.0495642839218036,0.191331423516682,0.9452,0.9444,14,0.251984209978975,0.0498248995972767,0.191308584493724
"9",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"worst","normal",50,0.717984,0.8346,0.116616,0.129868575735757,2.35559423160173,0.0997940716736627,6.37879343557479,0.0983978869595504,1.97205021368492,0.9372,0.9859,12,0.542883523318981,0.100670191739363,6.54276396187454
"10",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"worst","normal",50,0.71849,0.834644,0.116154,0.125260083775358,1.20370775782898,0.0570205761263163,0.312983507904842,0.056662013967283,0.318817792156173,0.9424,0.9627,14,0.251984209978975,0.0577431109614028,0.436115900175543
"11",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"unif","normal",50,0.460168,0.628478,0.16831,0.14930438895601,1.3099594897129,0.0897297371956481,2.57547808531771,0.0898158455823851,1.01364421865585,0.946494659465947,0.946394649464947,12,0.542883523318981,0.0917204393161934,2.60790225107412
"12",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"unif","normal",50,0.462206,0.62687,0.164664,0.161656005613194,0.986140709511471,0.0509571736879573,0.239628266391614,0.0511326648169682,0.242290448775428,0.9505,0.9635,14,0.251984209978975,0.0510458772134999,0.254640782061692
"13",5e+05,1.96,1.4142135623731,50,1,0.9,0.05,2,10000,"zcurve","normal",50,0.358842,0.46105,0.102208,0.0897306726353319,1.64813323920524,0.0787198198636471,5.84949347623675,0.0794084734761848,1.40982002484551,0.942320547807766,0.923658964583124,12,0.542883523318981,0.0797025328175344,5.89714144922267
"14",5e+05,1.96,1.4142135623731,500,1,0.9,0.05,2,10000,"zcurve","normal",50,0.359158,0.460742,0.101584,0.101289314910016,0.989248910928621,0.0442538964195157,0.298800442594859,0.0452122514649269,0.301091684305925,0.9585,0.9547,14,0.251984209978975,0.0442548775572985,0.311844628936957
