"","popsizes","cvs","cs","ns","sigma_Ys","theta0","J_coeffs","eps_coeffs","nsims","dgps","noise_dgp","nu","beta_c","beta_1","delta0","Mean_deltahat","Mean_thetahat","SD_deltahat","SD_thetahat","SD_EST_deltahat","SD_Est_thetahat","Cover_deltahat","Cover_thetahat","J","epx","eps","RMSE_delta","RMSE_theta"
"1",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"null","lognormal",185,0.951828,0.951736,-0.000091999999999981,-0.0126724716054799,4.06507571428571,0.184855470639629,3.13612712321334,0.181713154218078,0.704537718710805,0.939824120603015,0.291381909547739,15.168997776141,NA,0.542883523318981,0.185283062612898,4.45567027618916
"2",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"null","lognormal",185,0.951876,0.95254,0.000663999999999998,-0.0284127277573184,1.72273239426659,0.10269685509507,0.791077915560501,0.101970989645086,0.293579993248752,0.9392,0.4082,16.2763071411035,NA,0.251984209978975,0.10673378164148,1.14135571188967
"3",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"cauchy","lognormal",185,0.549148,0.636238,0.08709,0.0599433148112486,1.81852162698413,0.143939509411192,1.64801202181631,0.147412966410349,0.964893508261276,0.958532395071622,0.619656305719724,15.168997776141,NA,0.542883523318981,0.14647704559511,1.88669700887255
"4",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"cauchy","lognormal",185,0.54915,0.63585,0.0867,0.073610189754745,1.12163216704825,0.0810794000882682,0.349696074319431,0.081890213658585,0.307046174060699,0.9498,0.7665,16.2763071411035,NA,0.251984209978975,0.0821292411442493,0.414014687982112
"5",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"realistic","lognormal",185,0.433406,0.55851,0.125104,0.101509284962533,1.29576711441336,0.15099705968575,1.06819311447541,0.151072875443055,1.10393720722051,0.950375437718859,0.759880190095048,15.168997776141,NA,0.542883523318981,0.152829390535464,1.13915237728048
"6",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"realistic","lognormal",185,0.432926,0.55831,0.125384,0.116376182684764,0.994403193460286,0.0785597425172331,0.271341337453688,0.0797257189225929,0.29934653281445,0.9524,0.8739,16.2763071411035,NA,0.251984209978975,0.079074483350564,0.287294421015544
"7",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"large","lognormal",185,0.219458,0.526034,0.306576,0.261483173677578,1.1152791378947,0.142300695041446,0.590791619361534,0.143842630839896,0.610855336358452,0.951795189518952,0.810481058105811,15.168997776141,NA,0.542883523318981,0.149274414401875,0.628792370119508
"8",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"large","lognormal",185,0.219382,0.525268,0.305886,0.275970569803682,0.974664130380863,0.0748404805834683,0.201829948894188,0.0761762080607577,0.222237001692699,0.9276,0.8914,16.2763071411035,NA,0.251984209978975,0.0805979559157382,0.215197724514366
"9",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"worst","lognormal",185,0.73588,0.842148,0.106268,0.0866072577999556,2.11954005605506,0.174506112784953,1.77184544342541,0.170783824581002,0.639617923926722,0.943083014904471,0.493648184455337,15.168997776141,NA,0.542883523318981,0.175610159680958,2.15097982875483
"10",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"worst","lognormal",185,0.734574,0.841414,0.10684,0.0819826859394173,1.2177474821157,0.0938076775677488,0.345059163521052,0.0940715965489022,0.250753943386507,0.9437,0.653,16.2763071411035,NA,0.251984209978975,0.0970451772782201,0.469072796824456
"11",500000,1.96,1.4142135623731,50,1,0.9,0.0001,2,10000,"unif","lognormal",185,0.459492,0.628496,0.169004,0.14318040877529,1.24603909615625,0.15776597833082,0.85592588103093,0.156973085472175,0.830810106456187,0.9494,0.7622,15.168997776141,NA,0.542883523318981,0.159865448995153,0.923229207665794
"12",500000,1.96,1.4142135623731,500,1,0.9,0.0001,2,10000,"unif","lognormal",185,0.459162,0.628048,0.168886,0.154643744091259,0.991069087457663,0.0847317977810215,0.238886450691381,0.083501104610905,0.263023772791462,0.9405,0.879,16.2763071411035,NA,0.251984209978975,0.085920424862625,0.255656634989779
